"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","605","1.1 Email & Task - when Case created - all records - 1 user as email recipient","Workflows","Tue May 27 21:17:55 UTC 2025","failed","Tue May 27 21:17:56 UTC 2025","","1. Case Workflows - all case fields enabled in Org Settings","",""
"","7696","2.1 verify that user can add all values but can select only Storage Location(s) that s/he has access to","Add Item","Tue May 27 21:32:46 UTC 2025","failed","Tue May 27 21:32:54 UTC 2025","","2 Power User -- all permissions in Office, with and without access to Storage Location","",""
"","88470","3.1 --- with required Custom Form filled out, all required fields on Form","Add Item","Tue May 27 21:32:54 UTC 2025","failed","Tue May 27 21:34:23 UTC 2025","","3 Add Item with Custom Form","",""
"","746","I.U_1 Import and verify User with all fields","","Tue May 27 21:18:22 UTC 2025","failed","Tue May 27 21:18:22 UTC 2025","","Import Users","",""
"","773","2. Import and verify Person with minimum fields","","Tue May 27 21:18:02 UTC 2025","failed","Tue May 27 21:18:03 UTC 2025","","Import People","",""
"","0","4. Import update for item status (Disposal transaction)","","Tue May 27 21:16:41 UTC 2025","skipped","Tue May 27 21:16:41 UTC 2025","","Import Item Updates","",""
"","140","2.2. Scanning some barcodes multiple times and checking all types of discrepancies in one Report: ""Barcode valid but not found in the system""""Items Not Scanned"", ""Wrong Storage Location"",""Container Not Scanned"",""Containers in Wrong Location""","Inventory Reports","Tue May 27 21:16:33 UTC 2025","failed","Tue May 27 21:16:33 UTC 2025","","2. Parent/child locations with items and containers","",""
"","19988","4.3 verify Org Default Case Number Prefix and Org Formatting pattern, before and after page reload","Add Case","Tue May 27 21:21:14 UTC 2025","passed","Tue May 27 21:21:34 UTC 2025","","4. --- with Default Case Number in Org ","",""
"","1","1.1 Org Admin-- All fields enabled -- redirect to View Added Case","Add Case","Tue May 27 21:17:39 UTC 2025","broken","Tue May 27 21:17:39 UTC 2025","","1. --- No Case Number formatting in Org/Office, AutoDispo ON","",""
"","1","I.C_4 Five thousand cases and verify cases count on search by ","","Tue May 27 21:16:30 UTC 2025","skipped","Tue May 27 21:16:30 UTC 2025","","Import Cases","",""
"","769","I.T_1.1 Import Legacy Tasks for Case","","Tue May 27 21:17:08 UTC 2025","failed","Tue May 27 21:17:08 UTC 2025","","Import Tasks","",""
"","1","I.C.U_1. Import Case Updates - all fields -- user and user group in Case Officer(s) field","","Tue May 27 21:16:21 UTC 2025","broken","Tue May 27 21:16:21 UTC 2025","","Import Case Updates","",""
"","686","3 Import Notes for Case - Precheck Only","","Tue May 27 21:17:40 UTC 2025","failed","Tue May 27 21:17:41 UTC 2025","","Import Notes","",""
"","5568","1.3. Add Item from Case View /Items tab -- redirect to Add Item page again","Add Item","Tue May 27 21:29:48 UTC 2025","failed","Tue May 27 21:29:53 UTC 2025","","1. Org Admin","",""
"","13632","1.4. redirect to Case View page","Add Person","Tue May 27 21:45:45 UTC 2025","passed","Tue May 27 21:45:59 UTC 2025","","1. Org Admin","",""
"","0","5 Validation messages for invalid values","","Tue May 27 21:16:59 UTC 2025","skipped","Tue May 27 21:16:59 UTC 2025","","Import Legacy Chain of Custody","",""
"","56783","2. Edit and verify all values on Case View page -- keep the previous values and add new ones in multiselect fields (Case Officers, Tags)","","Tue May 27 21:20:43 UTC 2025","passed","Tue May 27 21:21:40 UTC 2025","","Edit Case","",""
"","1","I.C_1 Case with all fields -- user and user group in Case Officer(s) field","","Tue May 27 21:16:30 UTC 2025","broken","Tue May 27 21:16:30 UTC 2025","","Import Cases","",""
"","329202","Add Dispo Task with 11 1DA items and assign to Org Admin, --set different actions for item using all variations--using Actions menu and grid, --check statuses and notes upon submission","","Tue May 27 21:54:16 UTC 2025","failed","Tue May 27 21:59:46 UTC 2025","","Dispo Auth","",""
"","12406","3.2 verify Office Case Number Format with custom validation message","Add Case","Tue May 27 21:20:01 UTC 2025","passed","Tue May 27 21:20:14 UTC 2025","","3. --- with Case Number formatting in Office ","",""
"","726","I.T_1.2 Import Legacy Tasks for Case - Precheck Only","","Tue May 27 21:17:08 UTC 2025","failed","Tue May 27 21:17:09 UTC 2025","","Import Tasks","",""
"","16119","1.1.1 Add task with required fields only -- Unassigned-- keep template content-- search for task on the grid by Creator name-- verify values on grid","Add Task","Tue May 27 21:49:34 UTC 2025","failed","Tue May 27 21:49:50 UTC 2025","","1.1 Org Admin","",""
"","31539","4. Edit and verify reduced number of values on Item View page ","","Tue May 27 21:29:05 UTC 2025","passed","Tue May 27 21:29:37 UTC 2025","","Edit Item","",""
"","0","I.C_5 Case Import - Precheck Only","","Tue May 27 21:16:30 UTC 2025","skipped","Tue May 27 21:16:30 UTC 2025","","Import Cases","",""
"","37681","1.5. Add item from Scan page -- redirect to Item View/Media tab","Add Item","Tue May 27 21:29:59 UTC 2025","passed","Tue May 27 21:30:37 UTC 2025","","1. Org Admin","",""
"","0","1.5. Create and run DR for multiple parent and child locations  - starting with Child loc - switching back to parent location-  No Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","skipped","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","28173","4.1 verify Org Default Case Number Prefix, clear a default value and save the other one","Add Case","Tue May 27 21:20:19 UTC 2025","passed","Tue May 27 21:20:47 UTC 2025","","4. --- with Default Case Number in Org ","",""
"","51397","3.3 --- with required Currency Form attached - System Template","Add Item","Tue May 27 21:36:15 UTC 2025","passed","Tue May 27 21:37:06 UTC 2025","","3 Add Item with Custom Form","",""
"","705","3 Import Locations - Precheck Only","","Tue May 27 21:17:18 UTC 2025","failed","Tue May 27 21:17:19 UTC 2025","","Import Locations","",""
"","0","1.4. Create and run DR for multiple parent and child locations - starting with Child loc -  No Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","skipped","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","0","1.6. Create and run DR for single parent location - multiple Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","skipped","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","21475","1.2. Optional fields disabled -- First & Last Name populated -- redirect to Add Person page again","Add Person","Tue May 27 21:45:04 UTC 2025","passed","Tue May 27 21:45:25 UTC 2025","","1. Org Admin","",""
"","1","1 Import Legacy Chain of Custody - Checked In transaction","","Tue May 27 21:16:59 UTC 2025","broken","Tue May 27 21:16:59 UTC 2025","","Import Legacy Chain of Custody","",""
"","738","3. Import Person with all fields - Precheck Only","","Tue May 27 21:18:03 UTC 2025","failed","Tue May 27 21:18:03 UTC 2025","","Import People","",""
"","696","2.1 Cancelling warning keeps user logged in on other machine","Login page","Tue May 27 21:17:28 UTC 2025","failed","Tue May 27 21:17:29 UTC 2025","","2. Warning that user is logged in on other browser or device","",""
"","732","1. Import and verify People with all fields - 1 person linked to 1 case, other person linked to 2 cases","","Tue May 27 21:18:01 UTC 2025","failed","Tue May 27 21:18:02 UTC 2025","","Import People","",""
"","18460","1. Edit and verify all values on Person View page","","Tue May 27 21:30:57 UTC 2025","failed","Tue May 27 21:31:16 UTC 2025","","Edit Person","",""
"","22389","2.1 verify Org Case Number Format and check that Case Review Date/Notes is NOT displayed for Org Admin","Add Case","Tue May 27 21:17:44 UTC 2025","passed","Tue May 27 21:18:06 UTC 2025","","2. --- with Case Number formatting in Org, AutoDispo OFF ","",""
"","46784","1.8. Add Item from Person View/ Items Custodian tab -- redirect to Split Item page and complete the action","Add Item","Tue May 27 21:31:55 UTC 2025","passed","Tue May 27 21:32:42 UTC 2025","","1. Org Admin","",""
"","23949","4.  Case Number Formatting at Org level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format","","Tue May 27 21:22:29 UTC 2025","passed","Tue May 27 21:22:53 UTC 2025","","Edit Case","",""
"","49336","A.M_1. Add Media to Case","","Tue May 27 21:40:56 UTC 2025","passed","Tue May 27 21:41:45 UTC 2025","","Add Media","",""
"","231","1.1.1 'equals' correct Person's name","Search Checkouts","Tue May 27 21:16:59 UTC 2025","failed","Tue May 27 21:16:59 UTC 2025","1.1 Checked Out To","1 Org Admin","",""
"","23074","A.M_2. Add Media to Item","","Tue May 27 21:41:45 UTC 2025","passed","Tue May 27 21:42:08 UTC 2025","","Add Media","",""
"","1","1.1. DR for single parent location - No Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","broken","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","0","1.3. DR for multiple parent and child locations - starting with Parent loc - No Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","skipped","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","22401","5. Add an Item with disabled non required / required fields & check if those are shown up on Item Edit page after enabling","","Tue May 27 21:29:37 UTC 2025","passed","Tue May 27 21:30:00 UTC 2025","","Edit Item","",""
"","0","7. Item Updates Import - Precheck Only","","Tue May 27 21:16:41 UTC 2025","skipped","Tue May 27 21:16:41 UTC 2025","","Import Item Updates","",""
"","33876","1.1.4 validation message for inactive user account","Add User","Tue May 27 21:52:38 UTC 2025","passed","Tue May 27 21:53:12 UTC 2025","","1.1 Org Admin","",""
"","560","1. Report from Case View page - Items tab","Reports","Tue May 27 21:17:38 UTC 2025","failed","Tue May 27 21:17:39 UTC 2025","","Verify generating and opening Report ""Primary Label 4X3""","",""
"","4","5 Five thousand notes for Item and verify notes count on search","","Tue May 27 21:17:41 UTC 2025","skipped","Tue May 27 21:17:41 UTC 2025","","Import Notes","",""
"","46533","3. Edit and verify reduced number of values on Case View page -- enter User Group instead of User as Case Officer","","Tue May 27 21:21:42 UTC 2025","passed","Tue May 27 21:22:28 UTC 2025","","Edit Case","",""
"","26160","4.2 verify Org Default Case Number Prefix, keep a default value as part of the Case Number","Add Case","Tue May 27 21:20:48 UTC 2025","passed","Tue May 27 21:21:14 UTC 2025","","4. --- with Default Case Number in Org ","",""
"","9045","1.3.2 --- with required Custom Form but not filled out, all optional fields on Form","Add User","Tue May 27 21:53:32 UTC 2025","failed","Tue May 27 21:53:41 UTC 2025","","1.3 --- with Custom Forms","",""
"","552","1.1 all fields turned on and edited, ""overwrite existing values"" turned OFF","Mass Update Cases","Tue May 27 21:16:41 UTC 2025","failed","Tue May 27 21:16:41 UTC 2025","","1. all fields enabled in Org Settings","",""
"","1","3. Import update for item status (Move transaction)","","Tue May 27 21:16:41 UTC 2025","skipped","Tue May 27 21:16:41 UTC 2025","","Import Item Updates","",""
"","1","I.C.U_2 Case Updates Import - Precheck Only","","Tue May 27 21:16:21 UTC 2025","skipped","Tue May 27 21:16:21 UTC 2025","","Import Case Updates","",""
"","602","1.8. Create and run DR for multiple storage locations - multiple Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","failed","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","853","8 Validation messages for invalid values","","Tue May 27 21:17:42 UTC 2025","failed","Tue May 27 21:17:43 UTC 2025","","Import Notes","",""
"","803","2 Import Media - Precheck Only","","Tue May 27 21:17:28 UTC 2025","failed","Tue May 27 21:17:29 UTC 2025","","Import Media","",""
"","19302","1.3. Business Name populated only -- redirect to Add Item page","Add Person","Tue May 27 21:45:26 UTC 2025","passed","Tue May 27 21:45:45 UTC 2025","","1. Org Admin","",""
"","43463","8.1 verify that required custom form is attached to the case with blank fields","Add Case","Tue May 27 21:24:48 UTC 2025","passed","Tue May 27 21:25:31 UTC 2025","","8. --- with required Custom Form but not filled out, all optional fields on Form","",""
